code,Total_delay,count
AA,64.95031990078154,253985
AS,45.12051074259285,50593
B6,71.92786737922924,104599
DL,59.03019698552455,268040
EV,70.22931939790969,199970
F9,80.82487051893978,39388
HA,29.395448954489545,26016
MQ,74.79906281488148,102221
NK,78.10711947192384,56507
OO,65.72086988995426,206187
UA,70.96775313042255,213230
US,50.93855337559386,73039
VX,57.08310305591677,24608
WN,54.92370161664071,515699
