code,Total_delay,count
AA,60.2378861811352,214569
AS,48.10167206740117,38575
B6,70.76691775519483,81379
DL,51.99733228312493,213291
EV,81.07540210197351,266226
F9,43.82095328456219,40051
FL,47.48356231187045,59467
HA,27.527776413379833,20359
MQ,63.93619471162133,145035
OO,56.269008857579934,211796
UA,60.856326403757166,231664
US,41.49477745207049,118716
VX,68.86111111111111,19188
WN,45.561847425529734,468912
YV,54.31111340952578,38674
