code,Total_delay,count
AA,66.54818089291953,329145
AS,43.77984107244483,47443
B6,77.59828574919918,114569
DL,69.05604538415446,257006
EV,88.06750983546716,147934
F9,88.0485919069925,35438
HA,28.659866942767767,22697
NK,76.944889636175,55906
OO,76.48458483279207,182288
UA,77.42795211146431,178999
VX,61.1063829787234,30362
WN,50.13728939350289,524141
