code,Total_delay,count
AA,65.57627632447084,224316
AS,42.03905163202355,49601
B6,68.79076509171298,95897
DL,54.924823275020536,271467
EV,81.5350577404388,273292
F9,67.17933732975494,39869
FL,49.83636543405181,30342
HA,27.571050478802754,20781
MQ,64.80852137383978,170442
OO,64.36251936650025,232360
UA,63.346687466659496,223077
US,48.29939990560313,148310
VX,66.40423003802282,21040
WN,57.237901074114205,610922
