code,Total_delay,count
9E,70.95268678607938,89996
AA,62.10272890729909,219685
AS,38.848769771529,45520
B6,72.08055695154758,101481
DL,56.95366343869907,246285
EV,82.09153580491262,299107
F9,57.977948679658525,40179
FL,51.888674301766514,74044
HA,28.398476351708815,18902
MQ,73.33951612456441,180501
OO,62.547333070295366,217966
UA,62.127101427940524,203790
US,45.98280502694936,148241
VX,70.01784675072744,20620
WN,47.070234409252656,588458
YV,66.36682984663632,52294
